x_low,x_high,x_center,entries,iterative_mean,iterative_mean_error,iterative_sigma,iterative_sigma_error,iterative_chi2_ndf,iterative_iterations,iterative_fit_status,fitslicesy_sigma,fitslicesy_sigma_error,fwhm,fwhm_sigma,input_gaussian_width,input_gaussian_width_error
0.42,0.44,0.43,248086,3.02736720834e-05,1.48788376829e-05,0.00574413281636,1.66265916342e-05,75.9053596016,6,0,0.00740540459611,2.00878123143e-05,0.00933539520824,0.00396437733238,0.00542768955751,1.75948410362e-05
0.44,0.46,0.45,222569,7.52376749773e-05,1.54113183581e-05,0.0056879332982,1.72158262419e-05,72.1882210853,6,0,0.00722951476207,2.03546559023e-05,0.00921009507669,0.00391116726573,0.0053695627272,1.81171360777e-05
0.46,0.48,0.47,197833,3.41771766343e-05,1.57516477257e-05,0.00546101057318,1.75778680881e-05,65.4979991523,6,0,0.00698162087741,2.09694562752e-05,0.00898592917897,0.00381597277382,0.0052482506932,1.81160668484e-05
0.48,0.5,0.49,174303,5.60402885051e-05,1.65296116908e-05,0.00542944096659,1.83697611771e-05,57.6321213692,5,0,0.00680713061181,2.1352163947e-05,0.00881790517326,0.00374461954831,0.00522471142111,1.90057053346e-05
0.5,0.52,0.51,154328,4.93999138154e-05,1.71276864458e-05,0.00524285004586,1.89943666733e-05,47.2531711645,6,0,0.00663987132504,2.21564031104e-05,0.00869954819277,0.00369435796644,0.00514297709534,1.92781397758e-05
0.52,0.54,0.53,136181,5.79918997286e-05,1.79542437183e-05,0.00519757244757,2.00003611266e-05,47.2073796747,5,0,0.00653414817457,2.34148985317e-05,0.00859453139054,0.00364976143667,0.00508987174863,2.02244962351e-05
0.54,0.56,0.55,120087,6.15617109521e-05,1.86363334496e-05,0.00501579965432,2.06027666481e-05,35.8318120392,7,0,0.00638988783327,2.43258557618e-05,0.00849850915311,0.00360898454689,0.00501579965432,2.06027667005e-05
0.56,0.58,0.57,106067,4.07356074596e-05,1.94812283659e-05,0.00496917343943,2.15240378491e-05,34.4609911166,6,0,0.00627570031887,2.50964729019e-05,0.00840538758809,0.00356943945926,0.00496917343943,2.15240379324e-05
0.58,0.6,0.59,93758,5.1044572965e-05,2.0554204286e-05,0.00495214976149,2.26652978718e-05,31.1595982991,6,0,0.00621224119389,2.6239494216e-05,0.00852946696697,0.00362213111999,0.00495214976149,2.26652980866e-05
0.6,0.62,0.61,83014,5.15707102702e-05,2.161218448e-05,0.00492498809343,2.38494603001e-05,30.1172076222,5,0,0.00610603862034,2.72340386302e-05,0.0080516011766,0.0034192002033,0.00492498809343,2.38494602325e-05
0.62,0.64,0.63,73187,0.000125264759342,2.28027045577e-05,0.00484318978978,2.52824235563e-05,26.3789493025,6,0,0.00606328199624,2.88992632812e-05,0.00825126262626,0.00350398861424,0.00489002040494,2.50712669905e-05
0.64,0.66,0.65,64382,7.68453484984e-05,2.38497656176e-05,0.00473211911774,2.64149079703e-05,22.5896487787,6,0,0.00595922364536,3.07894751151e-05,0.00832637362637,0.00353588531916,0.00482343152481,2.59277059859e-05
0.66,0.68,0.67,56700,5.16737746991e-05,2.52593441532e-05,0.00472683350018,2.79272997796e-05,20.3808954034,6,0,0.00587904058833,3.12973048857e-05,0.00748523748395,0.00317868768777,0.00481334406501,2.73103745366e-05
0.68,0.7,0.69,50366,3.30378425088e-05,2.65180513602e-05,0.00470007447059,2.91942780609e-05,18.4038116351,5,0,0.00578276602563,3.24580661909e-05,0.00757735514387,0.00321780645615,0.00479660110105,2.88090585638e-05
0.7,0.72,0.71,44804,8.23533866449e-05,2.76379614098e-05,0.00460158952897,3.04558580813e-05,15.1396053098,6,0,0.00573295992013,3.42874340645e-05,0.00779323671498,0.00330948291846,0.00473617163054,2.96442169515e-05
0.72,0.74,0.73,39419,1.39148486666e-05,2.96027274445e-05,0.00467057134428,3.24335961081e-05,15.3731297517,5,0,0.00567928105134,3.54980112053e-05,0.00781457517845,0.00331854452957,0.00474965535122,3.1615326658e-05
0.74,0.76,0.75,35155,-1.41308594345e-05,3.08235682073e-05,0.0045126244974,3.40092408323e-05,12.3252124123,6,0,0.00564500285461,3.84190226087e-05,0.00723103448276,0.00307073761246,0.00468535207699,3.26785779522e-05
0.76,0.78,0.77,30353,1.85848637422e-05,3.24443439247e-05,0.00446010954721,3.56270079326e-05,9.94927833954,5,0,0.00555140019119,4.09990068948e-05,0.00796009526587,0.00338034122088,0.00462836778993,3.42646698887e-05
0.78,0.8,0.79,27091,9.40811174417e-05,3.46640248267e-05,0.00449138342507,3.83901131887e-05,10.2724407415,5,0,0.00552824721779,4.17666631167e-05,0.00766766845935,0.00325615899,0.00465283975302,3.65692548215e-05
0.8,0.82,0.81,24257,2.04666411363e-05,3.63882338417e-05,0.00447071985426,4.02703864991e-05,8.78572596221,5,0,0.00551132402664,4.34788075185e-05,0.007953125,0.0033773812215,0.00464996523077,3.88977781051e-05
0.82,0.84,0.83,21529,6.69186918926e-05,3.83415486012e-05,0.0044549921381,4.19879218922e-05,7.36036216293,5,0,0.00549001616724,4.76922601341e-05,0.00778639522452,0.00330657760496,0.00461164153961,4.01418317481e-05
0.84,0.86,0.85,19104,3.10915537461e-05,4.02590930564e-05,0.00440984415665,4.51201064629e-05,10.125480525,5,0,0.00552018301367,5.1170505774e-05,0.0068045379538,0.00288962121256,0.0046059917092,4.42208657029e-05
0.86,0.88,0.87,16922,5.17994048471e-05,4.3125182844e-05,0.00444616025546,4.73642062734e-05,7.17444442075,5,0,0.00541827877306,5.12528089633e-05,0.00712282986111,0.00302478734043,0.0046131252756,4.54916978128e-05
0.88,0.9,0.89,15251,0.000106101680376,4.44322603622e-05,0.00433882979914,4.95845466787e-05,7.12876795124,5,0,0.00527761288048,5.19012595337e-05,0.00710013046314,0.00301514779366,0.00456863015055,4.78948049652e-05
0.9,0.92,0.91,13356,3.04637801768e-05,4.69853400553e-05,0.00424681269038,5.01941805392e-05,4.91844991748,5,0,0.00530261122588,5.87728657453e-05,0.00750757575758,0.00318817387915,0.00451378685508,4.87608875567e-05
0.92,0.94,0.93,12016,-3.51270899528e-05,4.88176430276e-05,0.00421457532456,5.40297338522e-05,6.12036723398,5,0,0.00523519603997,5.99715235564e-05,0.00705920867361,0.00299776990968,0.00449598066181,5.24982544107e-05
0.94,0.96,0.95,10729,3.30375456814e-05,5.28383639686e-05,0.00426749364568,5.9785242763e-05,5.64708593295,7,0,0.00534332891631,6.36515899497e-05,0.00688616071429,0.0029242832075,0.00456510869725,5.78905925604e-05
0.96,0.98,0.97,9439,8.57974870223e-05,5.59644707148e-05,0.00425460856781,6.16972141235e-05,3.74830950254,5,0,0.00527690520517,6.97405900306e-05,0.00735361842105,0.00312279421804,0.00448196342353,5.76764853893e-05
0.98,1,0.99,8486,0.000186147440063,5.70624803825e-05,0.00411371628531,6.13542836239e-05,3.37444306045,6,0,0.005181607072,7.0845034283e-05,0.00682361111111,0.00289772083672,0.00447259651362,6.20758784255e-05
1,1.02,1.01,7539,0.000131902380119,6.32669778339e-05,0.00435225059879,7.02331437508e-05,4.05940937539,5,0,0.00517592305153,7.08692857739e-05,0.0073125,0.00310533283234,0.00450629861443,6.38154010213e-05
1.02,1.04,1.03,6864,5.57081331325e-05,6.43371311037e-05,0.00421047643893,7.00989581285e-05,3.22488747499,5,0,0.00510779151206,7.7189462045e-05,0.00735626477541,0.00312391802127,0.00444645999446,6.63308071331e-05
1.04,1.06,1.05,5997,0.000111485853049,7.06421935277e-05,0.00427114111504,7.8873365673e-05,3.17661066303,6,0,0.00528849839657,8.33267515862e-05,0.00698408488064,0.00296586777213,0.00454898458597,7.56869673904e-05
1.06,1.08,1.07,5462,9.19151351167e-05,7.34296590883e-05,0.00424036984304,8.27643698011e-05,3.59026666673,6,0,0.00533477333731,9.01481460251e-05,0.00620750988142,0.00263608673393,0.00451671217069,7.89349696555e-05
1.08,1.1,1.09,4741,2.92534914167e-06,8.13340469664e-05,0.00446319497656,8.71513438105e-05,2.06726766427,5,0,0.00529717657326,9.1142636386e-05,0.0074375,0.00315841544486,0.00459061300529,8.18866956296e-05
1.1,1.12,1.11,4316,7.19988592907e-05,8.51375376462e-05,0.00441414962374,9.56950444579e-05,2.63187569543,5,0,0.00501618395968,8.1670713886e-05,0.00687679597701,0.00292030636974,0.00457582379835,8.74940954119e-05
1.12,1.14,1.13,3787,3.72919707757e-05,8.44272006678e-05,0.0040241183737,8.85521213039e-05,1.57186527097,6,0,0.00494550661465,0.000103158832866,0.00821898496241,0.00349028155245,0.00429907159226,8.07756849495e-05
1.14,1.16,1.15,3488,3.02040368522e-05,8.95120365735e-05,0.00418336881415,0.00010004332463,2.62770307373,5,0,0.0050245992102,0.000105689010097,0.0061484375,0.00261100100326,0.00438452562254,9.08949675563e-05
1.16,1.18,1.17,3146,0.00025088210033,9.06606190405e-05,0.00402835697796,9.6679189198e-05,2.00861181581,5,0,0.00489449214023,0.000107663214894,0.00619830659537,0.00263217845819,0.00430750681232,9.39094478586e-05
1.18,1.2,1.19,2875,-1.92357890646e-05,9.85927111076e-05,0.00419954398906,0.000108295310186,2.26728274471,5,0,0.00496035415188,0.000110335805858,0.00570178571429,0.00242132545389,0.00439943814363,9.93006581151e-05
1.2,1.22,1.21,2539,2.30613490835e-05,0.000109021698351,0.00427312019183,0.000121240487433,2.36906791642,5,0,0.00512293456045,0.000124521518928,0.00374264705882,0.00158935586894,0.00444425549746,0.000108034554283
1.22,1.24,1.23,2258,0.000135976849324,0.000112367717421,0.00419768001709,0.000126725749244,1.96879229779,5,0,0.00508260076396,0.000127265616333,0.00569047619048,0.00241652274133,0.0045190129995,0.000126489730501
1.24,1.26,1.25,2062,0.000258230511614,0.000118805117324,0.00427708553299,0.00012836364428,1.70239206861,5,0,0.00513978490893,0.000133806130578,0.006234375,0.00264749529937,0.00447953221191,0.000123279599242
1.26,1.28,1.27,1894,0.000112221844159,0.00013084541008,0.00449132110741,0.000145573631286,2.26851740914,3,0,0.00503858849167,0.000131066403588,0.00451754385965,0.0019184242419,0.00448200338597,0.000122138199637
1.28,1.3,1.29,1673,0.000250891467954,0.000130928801818,0.00427779058485,0.000137962773535,1.40436599289,4,0,0.00494677044091,0.000143019119802,0.00817226890756,0.00347044307055,0.00446442008803,0.000132449078506
1.3,1.32,1.31,1542,-6.24108888937e-05,0.000127799765765,0.00393059130401,0.00013830518056,1.28575139003,5,0,0.00469643407338,0.000146125074668,0.00622242647059,0.00264242122611,0.00420607605121,0.000126846194411
1.32,1.34,1.33,1349,-0.000119269466437,0.000132107804278,0.00371860612924,0.000137777920646,0.967231801564,5,0,0.00432694222263,0.000144408732909,0.00681349206349,0.00289342367284,0.00398678495005,0.000118027472526
1.34,1.36,1.35,1206,0.00026133931274,0.000147008919762,0.00389707028975,0.000153319926863,1.76195889193,5,0,0.00471441655534,0.000158152644857,0.00507467532468,0.00215501619134,0.0042423405252,0.000145635055394
1.36,1.38,1.37,1117,-4.20711231268e-05,0.000167725493166,0.00444273423405,0.000181299050729,1.33010407859,5,0,0.00504945061874,0.000164850379491,0.00561111111111,0.00238281949528,0.00457679971217,0.000170799931692
1.38,1.4,1.39,971,0.000515963208804,0.00017685901749,0.00398121813963,0.000189279863172,1.93439330796,6,0,0.00475588123291,0.000176189190966,0.00483333333333,0.00205252768406,0.00434502712138,0.000186374315361
1.4,1.42,1.41,876,-0.000289771942417,0.000177454274114,0.00408929419969,0.000192978000132,0.98063175077,4,0,0.00461141747162,0.000179621573658,0.00729166666667,0.00309648573026,0.00436658883792,0.000184187387423
1.42,1.44,1.43,806,-0.000310576784277,0.000156969713584,0.00332217518389,0.000178458285947,1.722370004,7,0,0.00442901926323,0.000196463075898,0.00369230769231,0.00156797870824,0.00413486636966,0.000203999320816
1.44,1.46,1.45,775,0.000173568548817,0.000178152442933,0.00380450490149,0.000188696579944,1.08647613188,4,0,0.00443162070845,0.00019315366483,0.00753571428571,0.00320012321184,0.0040763736341,0.000171194491464
1.46,1.48,1.47,612,0.00032995877784,0.000185892142924,0.00334870347238,0.00021043120151,1.65696345822,6,0,0.00474265844991,0.000289518112568,0.00505555555556,0.00214689677298,0.00414239946618,0.000267971626618
1.48,1.5,1.49,551,0.000276012185222,0.000206674470342,0.00378524972136,0.000202079530509,0.528029982299,4,0,0.00443633030541,0.000244391763503,0.0060625,0.00257450670716,0.00407846167116,0.00020144087493
1.5,1.52,1.51,540,0.000433577719192,0.000214391804283,0.00366287570462,0.000218402348148,1.40267035309,4,0,0.00409113585171,0.000199037523409,0.0032,0.00135891488048,0.00387895496158,0.000181916454351
1.52,1.54,1.53,487,-0.000246502167887,0.000222590093527,0.00349543921314,0.000281959194976,1.38360662622,6,0,0.00407017342991,0.000242338813807,0.00557307692308,0.00236666786276,0.00386222614698,0.000219746150434
1.54,1.56,1.55,444,0.00496937155499,0,8.19739823873e-07,0,5.62025316456,1,2,8.19727548227e-07,0,0.00331868131868,0.0014093141961,0.00406323499981,0.000208015682354
1.56,1.58,1.57,346,0.000164524546639,0.000283335264297,0.00389618667223,0.000286072639436,1.15982665406,10,0,0.00438751178465,0.000318235997665,0.0030625,0.00130052400671,0.00408740553455,0.000257628306906
1.58,1.6,1.59,361,-7.05804482315e-07,0.000324004779892,0.004166474715,0.000319770654957,1.90699325358,5,0,0.00494543079859,0.000375277772836,0.00404166666667,0.00171633780477,0.004357554858,0.000305845458077
1.6,1.62,1.61,333,0.000247960336799,0.000228089173621,0.00283057501639,0.00020532673984,1.55158541929,6,0,0.00402267258343,0.000483011279999,0.00232867132867,0.000988895662586,0.00362489227077,0.000315862793236
1.62,1.64,1.63,292,0.000636765779906,0.000250658701506,0.00319431820406,0.000279214556542,0.773616155488,6,0,0.00434344642303,0.000411589472001,0.00451388888889,0.00191687211873,0.00397034882958,0.000339097725591
1.64,1.66,1.65,253,0.000265671616471,0.000219311881413,0.00236073693206,0.000217595273203,0.565932342369,4,0,0.00307054652714,0.000452068977188,0.00435416666667,0.00184904433607,0.00299160876969,0.000368223819597
1.66,1.68,1.67,247,-0.000133484044073,0.000355061025571,0.00374614409782,0.000337380212975,1.68036193559,7,0,0.00453434734264,0.000443146634295,0.00197222222222,0.000837525664184,0.00423131729553,0.000384871862401
1.68,1.7,1.69,251,-0.0440607044663,2.04643621119,0.000262628179935,0.125038219285,3.39189189189,1,0,0.0549954393576,0.0238004030565,0.00448409090909,0.00190421808181,0.00442713650152,0.000708332258561
1.7,1.72,1.71,194,-0.000557127730603,0.000371278293884,0.00342413934329,0.000592946306976,1.49292473375,9,0,0.00528760514408,0.00092680646503,0.000963636363636,0.000409218685599,0.00445047386597,0.000593213819734
1.72,1.74,1.73,180,0.00012213712691,0.000693740631771,0.00594552749381,0.000908825929868,1.39081381422,6,0,0.00724713740813,0.00116799884392,0.00192708333333,0.000818356942997,0.00506997016406,0.000777024971304
1.74,1.76,1.75,185,0.000619057139258,0.000535945879043,0.00500038632226,0.000619444827546,0.650931713585,7,0,0.00598418308816,0.000748525877834,0.00226041666667,0.00095991057638,0.0051235287018,0.000641293191963
1.76,1.78,1.77,174,-0.000159611079845,0.000367617981525,0.00321906154207,0.000374111197818,0.872089606844,7,0,0.00440989195784,0.0007195355332,0.00355,0.00150754619553,0.00394543702822,0.000472027593415
1.78,1.8,1.79,153,-0.000262513317707,0.000617584757425,0.00503266597377,0.000817254196714,0.998249268937,9,0,0.0441329591069,0.0205451272076,0.000696428571429,0.000295745984033,0.00503266597377,0.000817254195229
1.8,1.82,1.81,136,0.000399423033265,0.00117346301212,0.0081662757297,0.00180974249795,0.782144721151,3,0,0.00882830158533,0.00238267600422,0.00175,0.000743156575262,0.00532569436404,0.00114326383092
1.82,1.84,1.83,128,-0.000282888059392,0.000578763574341,0.00455339198209,0.000730903709493,1.0335767483,4,0,0,0,0.0017619047619,0.000748212062168,0.00455339198212,0.000730903709056
1.84,1.86,1.85,98,0.00035681152903,0.0011125277997,0.00673428895838,0.00151327496064,0.664253793194,4,0,0,0,0.00065625,0.000278683715723,0.00551647189145,0.00112635355779
1.86,1.88,1.87,89,0.000179197467986,0.00228857497489,0.0107881583858,0.00349646727915,0.777564285128,4,0,0,0,0.00077380952381,0.000328606648925,0.00528583767484,0.00206954084695
1.88,1.9,1.89,88,0.00291501309764,0.0086968384052,0.0269776019361,0.0154109682419,0.647132369675,2,0,0,0,0.00254166666667,0.00107934645455,0.00515279887584,0.00130227277903
1.9,1.92,1.91,85,0.000316071166648,0.000752491167731,0.00452581123945,0.000968115001948,0.568806259779,6,0,0,0,0.00175,0.000743156575262,0.00469413767906,0.00100422010656
1.92,1.94,1.93,86,0.00883564940511,0.0739339995043,0.0770820878511,0.0744755286558,0.619096131423,2,0,0,0,0.00379166666667,0.00161017257973,0.00471478999341,0.000861256517272
1.94,1.96,1.95,72,0.00301210938034,0.00506222195734,0.0156003371957,0.00829928804627,0.654825067206,2,0,0,0,0.000619047619048,0.00026288531914,0.00652539822522,0.00196993968049
1.96,1.98,1.97,64,0.00120763939056,0.00538602132613,0.0165534121305,0.00848907671557,0.526549682427,2,0,0,0,0.000729166666667,0.000309648573026,0.00758380279653,0.00380531724912
1.98,2,1.99,59,-0.00667256738312,0.0218473409594,0.0436257721845,0.029451808886,0.312903220307,2,0,0,0,0.00275,0.00116781747541,0.00931289455817,0.00706540530326
2,2.02,2.01,58,-0.000624118020139,0.00783184911384,0.0218829504491,0.0133304371804,0.429726205132,2,0,0,0,0.000895833333333,0.000380425389717,0.00795916268776,0.0074603460785
2.02,2.04,2.03,58,0.0353319013573,0.415237115908,0.0901450678627,0.0601724578819,0.501874048898,2,0,0,0,0.000625,0.000265413062593,0.00679262436506,0.00287572807701
2.04,2.06,2.05,44,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0.00573055872645,0.00278497552497
2.06,2.08,2.07,56,9.89411135572e-05,0.00233069825761,0.00983804667336,0.00357901054638,0.41186478598,3,0,0,0,0.0010625,0.000451202206409,0.00691857283743,0.00224725783643
2.08,2.1,2.09,29,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0.0153489040819,0.0224677874361
2.1,2.12,2.11,44,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0.00604635265622,0.00362184037177
2.12,2.14,2.13,31,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0.0419634271394,0.0324358738506
2.14,2.16,2.15,32,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0.0439428012422,0.0263134969898
2.16,2.18,2.17,25,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0.049388357914,0.0420205390759
2.18,2.2,2.19,28,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0.0115249540955,0.0141925218947
2.2,2.22,2.21,24,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0.0356489354724,0.0183667921702
2.22,2.24,2.23,16,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0.0314573128139,0.0159747968594
2.24,2.26,2.25,22,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0.0213222974767,0.0259852836932
2.26,2.28,2.27,20,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0.0116950333893,0.0267643517453
2.28,2.3,2.29,15,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0.00865271841617,0.0202978921971
2.3,2.32,2.31,14,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0.028750525495,0.030507739082
2.32,2.34,2.33,14,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0.011130856268,0.0213842033772
2.34,2.36,2.35,16,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0.00963404260244,0.0113103573549
2.36,2.38,2.37,11,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0.0285984929011,0.0208307051234
2.38,2.4,2.39,13,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0.00664185704814,0.00505939358156
2.4,2.42,2.41,11,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0.0123294011622,0.0239361382701
2.42,2.44,2.43,8,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0.00698215451321,0.0111252341089
2.44,2.46,2.45,10,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0.0125404765407,0.0225277090226
2.46,2.48,2.47,14,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0.0111473550373,0.0146789627331
2.48,2.5,2.49,7,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0.0320445926851,0.0176454724296
2.5,2.52,2.51,2,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0,0
2.52,2.54,2.53,10,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0.00122067873931,0.000550605097274
2.54,2.56,2.55,10,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0.0368223931146,0.0351332568349
2.56,2.58,2.57,8,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0.00843873339365,0.013922290375
2.58,2.6,2.59,4,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0.0359576901062,0.0180867192781
2.6,2.62,2.61,6,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0.0370994938846,0.035103556189
2.62,2.64,2.63,5,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0.0395090969992,0.0364163906508
2.64,2.66,2.65,4,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0,0
2.66,2.68,2.67,7,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0.0146003934663,0.0301416873709
2.68,2.7,2.69,6,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0.0250041345782,0.0185985483779
2.7,2.72,2.71,3,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0,0
2.72,2.74,2.73,2,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0,0
2.74,2.76,2.75,4,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0,0
2.76,2.78,2.77,4,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0,0
2.78,2.8,2.79,5,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0.0251210512196,0.0182706829291
2.8,2.82,2.81,2,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0,0
2.82,2.84,2.83,5,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0.0150280488306,0.0144806736189
2.84,2.86,2.85,5,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0,0
2.86,2.88,2.87,0,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0,0
2.88,2.9,2.89,7,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0,0
2.9,2.92,2.91,4,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0,0
2.92,2.94,2.93,4,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0,0
2.94,2.96,2.95,1,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0,0
2.96,2.98,2.97,4,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0.0451897640198,0.0446843333527
2.98,3,2.99,2,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0,0
